Age Group Place,Chip Time
220 M 35-39,2:11:54 AM
248 F 35-39,2:11:54 AM
93 F 45-49,2:11:54 AM
145 F 40-44,2:11:57 AM
146 F 40-44,2:11:58 AM
221 M 35-39,2:11:58 AM
249 F 35-39,2:12:00 AM
237 F 30-34,2:12:00 AM
175 M 40-44,2:12:01 AM
159 F 20-24,2:12:01 AM
139 M 45-49,2:12:01 AM
238 F 30-34,2:12:02 AM
98 M 50-54,2:12:03 AM
222 M 35-39,2:12:03 AM
239 F 30-34,2:12:04 AM
52 M 55-59,2:12:04 AM
99 M 50-54,2:12:04 AM
223 M 35-39,2:12:04 AM
94 F 45-49,2:12:05 AM
240 F 30-34,2:12:05 AM
241 F 30-34,2:12:05 AM
253 F 25-29,2:12:07 AM
242 F 30-34,2:12:08 AM
254 F 25-29,2:12:08 AM
140 M 45-49,2:12:09 AM
255 F 25-29,2:12:10 AM
176 M 40-44,2:12:10 AM
66 F 50-54,2:12:11 AM
243 F 30-34,2:12:11 AM
250 F 35-39,2:12:13 AM
95 F 45-49,2:12:14 AM
256 F 25-29,2:12:15 AM
147 F 40-44,2:12:15 AM
148 F 40-44,2:12:15 AM
257 F 25-29,2:12:15 AM
160 F 20-24,2:12:15 AM
67 F 50-54,2:12:16 AM
53 M 55-59,2:12:17 AM
149 F 40-44,2:12:18 AM
258 F 25-29,2:12:19 AM
259 F 25-29,2:12:20 AM
96 F 45-49,2:12:20 AM
260 F 25-29,2:12:22 AM
251 F 35-39,2:12:22 AM
9 F 60-64,2:12:23 AM
150 F 40-44,2:12:23 AM
244 F 30-34,2:12:23 AM
32 M 60-64,2:12:24 AM
97 F 45-49,2:12:27 AM
98 F 45-49,2:12:29 AM
161 F 20-24,2:12:29 AM
151 F 40-44,2:12:29 AM
252 F 35-39,2:12:30 AM
68 F 50-54,2:12:31 AM
245 F 30-34,2:12:33 AM
162 F 20-24,2:12:33 AM
253 F 35-39,2:12:34 AM
261 F 25-29,2:12:34 AM
254 F 35-39,2:12:34 AM
255 F 35-39,2:12:35 AM
246 F 30-34,2:12:35 AM
256 F 35-39,2:12:35 AM
163 F 20-24,2:12:36 AM
152 F 40-44,2:12:38 AM
247 F 30-34,2:12:38 AM
153 F 40-44,2:12:38 AM
154 F 40-44,2:12:39 AM
10 M 65-69,2:12:40 AM
10 F 60-64,2:12:41 AM
164 F 20-24,2:12:42 AM
165 F 20-24,2:12:42 AM
166 F 20-24,2:12:42 AM
167 F 20-24,2:12:43 AM
257 F 35-39,2:12:45 AM
248 F 30-34,2:12:45 AM
177 M 40-44,2:12:48 AM
168 F 20-24,2:12:49 AM
178 M 40-44,2:12:49 AM
155 F 40-44,2:12:50 AM
179 M 40-44,2:12:50 AM
249 F 30-34,2:12:50 AM
250 F 30-34,2:12:52 AM
262 F 25-29,2:12:52 AM
263 F 25-29,2:12:52 AM
69 F 50-54,2:12:52 AM
206 M 30-34,2:12:52 AM
207 M 30-34,2:12:55 AM
70 F 50-54,2:12:55 AM
258 F 35-39,2:12:55 AM
71 F 50-54,2:12:56 AM
264 F 25-29,2:12:56 AM
208 M 30-34,2:12:56 AM
265 F 25-29,2:12:57 AM
224 M 35-39,2:12:58 AM
141 M 45-49,2:12:59 AM
156 F 40-44,2:13:01 AM
259 F 35-39,2:13:01 AM
251 F 30-34,2:13:03 AM
252 F 30-34,2:13:03 AM
99 F 45-49,2:13:03 AM
24 F 55-59,2:13:06 AM
72 F 50-54,2:13:07 AM
253 F 30-34,2:13:07 AM
266 F 25-29,2:13:09 AM
267 F 25-29,2:13:10 AM
209 M 30-34,2:13:11 AM
100 M 50-54,2:13:11 AM
157 F 40-44,2:13:12 AM
254 F 30-34,2:13:13 AM
161 M 25-29,2:13:14 AM
11 F 60-64,2:13:15 AM
162 M 25-29,2:13:15 AM
260 F 35-39,2:13:15 AM
100 F 45-49,2:13:16 AM
268 F 25-29,2:13:16 AM
169 F 20-24,2:13:16 AM
158 F 40-44,2:13:16 AM
159 F 40-44,2:13:16 AM
142 M 45-49,2:13:17 AM
12 F 60-64,2:13:18 AM
101 M 50-54,2:13:19 AM
261 F 35-39,2:13:21 AM
163 M 25-29,2:13:26 AM
255 F 30-34,2:13:27 AM
262 F 35-39,2:13:27 AM
143 M 45-49,2:13:28 AM
256 F 30-34,2:13:29 AM
225 M 35-39,2:13:30 AM
25 F 55-59,2:13:31 AM
160 F 40-44,2:13:33 AM
263 F 35-39,2:13:34 AM
257 F 30-34,2:13:34 AM
101 F 45-49,2:13:36 AM
161 F 40-44,2:13:37 AM
264 F 35-39,2:13:37 AM
102 F 45-49,2:13:38 AM
162 F 40-44,2:13:38 AM
163 F 40-44,2:13:38 AM
102 M 50-54,2:13:42 AM
103 F 45-49,2:13:43 AM
164 F 40-44,2:13:43 AM
165 F 40-44,2:13:43 AM
265 F 35-39,2:13:46 AM
166 F 40-44,2:13:49 AM
258 F 30-34,2:13:50 AM
266 F 35-39,2:13:51 AM
259 F 30-34,2:13:52 AM
36 F 15-19,2:13:53 AM
103 M 50-54,2:13:53 AM
269 F 25-29,2:13:54 AM
270 F 25-29,2:13:54 AM
260 F 30-34,2:13:54 AM
267 F 35-39,2:13:54 AM
73 F 50-54,2:13:55 AM
268 F 35-39,2:13:55 AM
210 M 30-34,2:13:56 AM
144 M 45-49,2:13:57 AM
269 F 35-39,2:13:57 AM
164 M 25-29,2:13:59 AM
270 F 35-39,2:14:00 AM
145 M 45-49,2:14:00 AM
54 M 55-59,2:14:01 AM
180 M 40-44,2:14:01 AM
271 F 25-29,2:14:02 AM
170 F 20-24,2:14:03 AM
272 F 25-29,2:14:04 AM
5 M 70-74,2:14:04 AM
273 F 25-29,2:14:04 AM
181 M 40-44,2:14:04 AM
274 F 25-29,2:14:05 AM
171 F 20-24,2:14:06 AM
271 F 35-39,2:14:09 AM
172 F 20-24,2:14:10 AM
275 F 25-29,2:14:11 AM
226 M 35-39,2:14:11 AM
272 F 35-39,2:14:15 AM
173 F 20-24,2:14:15 AM
74 F 50-54,2:14:16 AM
227 M 35-39,2:14:17 AM
228 M 35-39,2:14:18 AM
165 M 25-29,2:14:20 AM
211 M 30-34,2:14:20 AM
55 M 55-59,2:14:22 AM
276 F 25-29,2:14:24 AM
277 F 25-29,2:14:24 AM
261 F 30-34,2:14:26 AM
104 F 45-49,2:14:27 AM
105 F 45-49,2:14:27 AM
167 F 40-44,2:14:27 AM
166 M 25-29,2:14:27 AM
106 F 45-49,2:14:28 AM
107 F 45-49,2:14:28 AM
168 F 40-44,2:14:28 AM
37 F 15-19,2:14:28 AM
273 F 35-39,2:14:28 AM
182 M 40-44,2:14:29 AM
174 F 20-24,2:14:31 AM
262 F 30-34,2:14:32 AM
278 F 25-29,2:14:32 AM
263 F 30-34,2:14:33 AM
38 F 15-19,2:14:33 AM
175 F 20-24,2:14:34 AM
279 F 25-29,2:14:34 AM
169 F 40-44,2:14:34 AM
229 M 35-39,2:14:34 AM
280 F 25-29,2:14:34 AM
108 F 45-49,2:14:34 AM
183 M 40-44,2:14:35 AM
75 F 50-54,2:14:35 AM
281 F 25-29,2:14:36 AM
282 F 25-29,2:14:36 AM
230 M 35-39,2:14:38 AM
109 F 45-49,2:14:39 AM
231 M 35-39,2:14:41 AM
232 M 35-39,2:14:41 AM
176 F 20-24,2:14:42 AM
283 F 25-29,2:14:45 AM
110 F 45-49,2:14:47 AM
170 F 40-44,2:14:47 AM
146 M 45-49,2:14:47 AM
167 M 25-29,2:14:48 AM
274 F 35-39,2:14:49 AM
,2:14:50 AM
177 F 20-24,2:14:52 AM
111 F 45-49,2:14:52 AM
171 F 40-44,2:14:52 AM
275 F 35-39,2:14:53 AM
172 F 40-44,2:14:55 AM
264 F 30-34,2:14:57 AM
76 F 50-54,2:14:57 AM
276 F 35-39,2:14:59 AM
104 M 50-54,2:15:00 AM
26 F 55-59,2:15:00 AM
277 F 35-39,2:15:02 AM
27 F 55-59,2:15:02 AM
105 M 50-54,2:15:06 AM
77 F 50-54,2:15:06 AM
265 F 30-34,2:15:07 AM
112 F 45-49,2:15:07 AM
178 F 20-24,2:15:07 AM
173 F 40-44,2:15:09 AM
266 F 30-34,2:15:09 AM
85 M 20-24,2:15:10 AM
78 F 50-54,2:15:11 AM
174 F 40-44,2:15:11 AM
175 F 40-44,2:15:12 AM
278 F 35-39,2:15:12 AM
176 F 40-44,2:15:13 AM
279 F 35-39,2:15:13 AM
28 F 55-59,2:15:13 AM
280 F 35-39,2:15:16 AM
184 M 40-44,2:15:16 AM
113 F 45-49,2:15:17 AM
177 F 40-44,2:15:17 AM
,2:15:17 AM
267 F 30-34,2:15:20 AM
281 F 35-39,2:15:20 AM
284 F 25-29,2:15:21 AM
285 F 25-29,2:15:21 AM
185 M 40-44,2:15:22 AM
282 F 35-39,2:15:24 AM
233 M 35-39,2:15:24 AM
106 M 50-54,2:15:24 AM
234 M 35-39,2:15:26 AM
79 F 50-54,2:15:26 AM
107 M 50-54,2:15:27 AM
286 F 25-29,2:15:29 AM
114 F 45-49,2:15:32 AM
268 F 30-34,2:15:33 AM
283 F 35-39,2:15:33 AM
284 F 35-39,2:15:34 AM
287 F 25-29,2:15:35 AM
269 F 30-34,2:15:35 AM
56 M 55-59,2:15:37 AM
285 F 35-39,2:15:39 AM
288 F 25-29,2:15:42 AM
270 F 30-34,2:15:44 AM
286 F 35-39,2:15:45 AM
57 M 55-59,2:15:47 AM
289 F 25-29,2:15:48 AM
290 F 25-29,2:15:49 AM
291 F 25-29,2:15:50 AM
168 M 25-29,2:15:51 AM
235 M 35-39,2:15:52 AM
147 M 45-49,2:15:53 AM
179 F 20-24,2:15:54 AM
108 M 50-54,2:15:55 AM
178 F 40-44,2:15:55 AM
180 F 20-24,2:15:55 AM
179 F 40-44,2:15:56 AM
80 F 50-54,2:15:57 AM
181 F 20-24,2:15:57 AM
287 F 35-39,2:15:57 AM
288 F 35-39,2:15:58 AM
86 M 20-24,2:15:58 AM
11 M 65-69,2:16:00 AM
271 F 30-34,2:16:00 AM
180 F 40-44,2:16:00 AM
115 F 45-49,2:16:00 AM
289 F 35-39,2:16:00 AM
148 M 45-49,2:16:01 AM
186 M 40-44,2:16:03 AM
116 F 45-49,2:16:05 AM
169 M 25-29,2:16:06 AM
170 M 25-29,2:16:06 AM
290 F 35-39,2:16:07 AM
149 M 45-49,2:16:07 AM
6 M 70-74,2:16:09 AM
181 F 40-44,2:16:10 AM
212 M 30-34,2:16:15 AM
213 M 30-34,2:16:16 AM
214 M 30-34,2:16:17 AM
272 F 30-34,2:16:17 AM
171 M 25-29,2:16:17 AM
215 M 30-34,2:16:23 AM
81 F 50-54,2:16:24 AM
29 F 55-59,2:16:25 AM
182 F 20-24,2:16:25 AM
291 F 35-39,2:16:25 AM
273 F 30-34,2:16:26 AM
117 F 45-49,2:16:27 AM
118 F 45-49,2:16:27 AM
182 F 40-44,2:16:27 AM
292 F 25-29,2:16:28 AM
183 F 20-24,2:16:34 AM
184 F 20-24,2:16:34 AM
293 F 25-29,2:16:35 AM
119 F 45-49,2:16:35 AM
150 M 45-49,2:16:35 AM
274 F 30-34,2:16:36 AM
292 F 35-39,2:16:36 AM
294 F 25-29,2:16:36 AM
185 F 20-24,2:16:36 AM
120 F 45-49,2:16:37 AM
151 M 45-49,2:16:37 AM
295 F 25-29,2:16:39 AM
293 F 35-39,2:16:42 AM
152 M 45-49,2:16:42 AM
153 M 45-49,2:16:42 AM
39 F 15-19,2:16:45 AM
121 F 45-49,2:16:45 AM
122 F 45-49,2:16:46 AM
294 F 35-39,2:16:46 AM
275 F 30-34,2:16:46 AM
276 F 30-34,2:16:47 AM
58 M 55-59,2:16:47 AM
123 F 45-49,2:16:48 AM
295 F 35-39,2:16:48 AM
277 F 30-34,2:16:50 AM
59 M 55-59,2:16:51 AM
154 M 45-49,2:16:51 AM
183 F 40-44,2:16:52 AM
186 F 20-24,2:16:52 AM
296 F 25-29,2:16:52 AM
297 F 25-29,2:16:54 AM
172 M 25-29,2:16:56 AM
298 F 25-29,2:16:57 AM
124 F 45-49,2:16:57 AM
236 M 35-39,2:16:57 AM
299 F 25-29,2:16:58 AM
87 M 20-24,2:16:58 AM
173 M 25-29,2:16:58 AM
216 M 30-34,2:16:59 AM
174 M 25-29,2:16:59 AM
125 F 45-49,2:17:00 AM
184 F 40-44,2:17:01 AM
126 F 45-49,2:17:04 AM
296 F 35-39,2:17:04 AM
185 F 40-44,2:17:04 AM
187 F 20-24,2:17:07 AM
217 M 30-34,2:17:07 AM
127 F 45-49,2:17:07 AM
218 M 30-34,2:17:09 AM
128 F 45-49,2:17:10 AM
297 F 35-39,2:17:11 AM
278 F 30-34,2:17:13 AM
188 F 20-24,2:17:13 AM
13 F 60-64,2:17:15 AM
175 M 25-29,2:17:16 AM
82 F 50-54,2:17:16 AM
14 F 60-64,2:17:16 AM
298 F 35-39,2:17:17 AM
186 F 40-44,2:17:17 AM
189 F 20-24,2:17:17 AM
299 F 35-39,2:17:17 AM
83 F 50-54,2:17:18 AM
300 F 25-29,2:17:22 AM
187 F 40-44,2:17:24 AM
84 F 50-54,2:17:25 AM
300 F 35-39,2:17:26 AM
40 F 15-19,2:17:26 AM
155 M 45-49,2:17:26 AM
237 M 35-39,2:17:27 AM
187 M 40-44,2:17:28 AM
30 F 55-59,2:17:33 AM
238 M 35-39,2:17:33 AM
188 F 40-44,2:17:34 AM
301 F 35-39,2:17:34 AM
156 M 45-49,2:17:35 AM
109 M 50-54,2:17:35 AM
302 F 35-39,2:17:37 AM
1 M 75-79,2:17:37 AM
88 M 20-24,2:17:38 AM
301 F 25-29,2:17:39 AM
176 M 25-29,2:17:39 AM
239 M 35-39,2:17:42 AM
303 F 35-39,2:17:43 AM
157 M 45-49,2:17:45 AM
158 M 45-49,2:17:47 AM
190 F 20-24,2:17:48 AM
302 F 25-29,2:17:49 AM
240 M 35-39,2:17:51 AM
31 F 55-59,2:17:53 AM
191 F 20-24,2:17:53 AM
192 F 20-24,2:17:53 AM
304 F 35-39,2:17:53 AM
159 M 45-49,2:17:53 AM
189 F 40-44,2:17:55 AM
188 M 40-44,2:17:55 AM
190 F 40-44,2:17:58 AM
189 M 40-44,2:17:58 AM
190 M 40-44,2:17:59 AM
129 F 45-49,2:17:59 AM
4 F 1-14,2:18:00 AM
279 F 30-34,2:18:00 AM
41 F 15-19,2:18:00 AM
191 F 40-44,2:18:05 AM
241 M 35-39,2:18:05 AM
32 F 55-59,2:18:06 AM
305 F 35-39,2:18:06 AM
130 F 45-49,2:18:06 AM
85 F 50-54,2:18:07 AM
303 F 25-29,2:18:07 AM
193 F 20-24,2:18:12 AM
306 F 35-39,2:18:13 AM
242 M 35-39,2:18:15 AM
304 F 25-29,2:18:16 AM
12 M 65-69,2:18:16 AM
307 F 35-39,2:18:19 AM
177 M 25-29,2:18:22 AM
219 M 30-34,2:18:27 AM
42 F 15-19,2:18:29 AM
280 F 30-34,2:18:30 AM
86 F 50-54,2:18:30 AM
305 F 25-29,2:18:30 AM
33 F 55-59,2:18:32 AM
281 F 30-34,2:18:33 AM
306 F 25-29,2:18:33 AM
220 M 30-34,2:18:36 AM
221 M 30-34,2:18:36 AM
194 F 20-24,2:18:36 AM
131 F 45-49,2:18:36 AM
110 M 50-54,2:18:36 AM
282 F 30-34,2:18:38 AM
192 F 40-44,2:18:38 AM
308 F 35-39,2:18:38 AM
34 F 55-59,2:18:39 AM
243 M 35-39,2:18:40 AM
307 F 25-29,2:18:40 AM
308 F 25-29,2:18:43 AM
178 M 25-29,2:18:43 AM
309 F 25-29,2:18:44 AM
132 F 45-49,2:18:45 AM
309 F 35-39,2:18:46 AM
283 F 30-34,2:18:46 AM
111 M 50-54,2:18:46 AM
310 F 35-39,2:18:47 AM
310 F 25-29,2:18:47 AM
160 M 45-49,2:18:48 AM
133 F 45-49,2:18:49 AM
311 F 35-39,2:18:52 AM
112 M 50-54,2:18:52 AM
312 F 35-39,2:18:53 AM
311 F 25-29,2:18:55 AM
312 F 25-29,2:18:55 AM
313 F 35-39,2:18:55 AM
284 F 30-34,2:18:56 AM
60 M 55-59,2:18:58 AM
285 F 30-34,2:18:59 AM
193 F 40-44,2:18:59 AM
113 M 50-54,2:18:59 AM
179 M 25-29,2:19:03 AM
313 F 25-29,2:19:03 AM
33 M 60-64,2:19:04 AM
286 F 30-34,2:19:05 AM
314 F 35-39,2:19:06 AM
315 F 35-39,2:19:07 AM
34 M 60-64,2:19:08 AM
194 F 40-44,2:19:08 AM
180 M 25-29,2:19:09 AM
195 F 40-44,2:19:10 AM
195 F 20-24,2:19:12 AM
287 F 30-34,2:19:12 AM
288 F 30-34,2:19:12 AM
196 F 20-24,2:19:14 AM
87 F 50-54,2:19:15 AM
222 M 30-34,2:19:16 AM
289 F 30-34,2:19:17 AM
196 F 40-44,2:19:21 AM
316 F 35-39,2:19:23 AM
161 M 45-49,2:19:24 AM
197 F 40-44,2:19:24 AM
244 M 35-39,2:19:25 AM
290 F 30-34,2:19:26 AM
13 M 65-69,2:19:26 AM
61 M 55-59,2:19:26 AM
35 M 60-64,2:19:26 AM
88 F 50-54,2:19:27 AM
314 F 25-29,2:19:29 AM
191 M 40-44,2:19:31 AM
291 F 30-34,2:19:32 AM
62 M 55-59,2:19:33 AM
245 M 35-39,2:19:33 AM
134 F 45-49,2:19:35 AM
192 M 40-44,2:19:36 AM
135 F 45-49,2:19:43 AM
197 F 20-24,2:19:43 AM
315 F 25-29,2:19:43 AM
292 F 30-34,2:19:50 AM
316 F 25-29,2:19:53 AM
198 F 20-24,2:19:54 AM
317 F 35-39,2:19:56 AM
181 M 25-29,2:19:57 AM
198 F 40-44,2:19:59 AM
293 F 30-34,2:20:03 AM
199 F 40-44,2:20:08 AM
199 F 20-24,2:20:09 AM
223 M 30-34,2:20:10 AM
114 M 50-54,2:20:11 AM
317 F 25-29,2:20:11 AM
200 F 20-24,2:20:14 AM
201 F 20-24,2:20:15 AM
200 F 40-44,2:20:16 AM
89 M 20-24,2:20:17 AM
,2:20:18 AM
318 F 35-39,2:20:18 AM
201 F 40-44,2:20:18 AM
63 M 55-59,2:20:19 AM
202 F 20-24,2:20:19 AM
294 F 30-34,2:20:21 AM
319 F 35-39,2:20:23 AM
224 M 30-34,2:20:25 AM
203 F 20-24,2:20:26 AM
202 F 40-44,2:20:30 AM
89 F 50-54,2:20:30 AM
,2:20:31 AM
225 M 30-34,2:20:34 AM
15 F 60-64,2:20:35 AM
203 F 40-44,2:20:36 AM
320 F 35-39,2:20:37 AM
193 M 40-44,2:20:37 AM
115 M 50-54,2:20:39 AM
1 F 70-74,2:20:39 AM
204 F 40-44,2:20:42 AM
36 M 60-64,2:20:43 AM
295 F 30-34,2:20:43 AM
205 F 40-44,2:20:43 AM
206 F 40-44,2:20:43 AM
116 M 50-54,2:20:46 AM
321 F 35-39,2:20:47 AM
35 F 55-59,2:20:47 AM
296 F 30-34,2:20:48 AM
136 F 45-49,2:20:50 AM
90 F 50-54,2:20:51 AM
322 F 35-39,2:20:54 AM
64 M 55-59,2:20:55 AM
323 F 35-39,2:20:55 AM
36 F 55-59,2:20:56 AM
207 F 40-44,2:20:57 AM
194 M 40-44,2:20:58 AM
318 F 25-29,2:20:58 AM
204 F 20-24,2:20:59 AM
117 M 50-54,2:21:00 AM
319 F 25-29,2:21:00 AM
37 F 55-59,2:21:03 AM
118 M 50-54,2:21:04 AM
137 F 45-49,2:21:07 AM
324 F 35-39,2:21:14 AM
205 F 20-24,2:21:15 AM
162 M 45-49,2:21:15 AM
226 M 30-34,2:21:16 AM
320 F 25-29,2:21:18 AM
182 M 25-29,2:21:20 AM
297 F 30-34,2:21:20 AM
321 F 25-29,2:21:24 AM
298 F 30-34,2:21:25 AM
227 M 30-34,2:21:25 AM
208 F 40-44,2:21:25 AM
138 F 45-49,2:21:26 AM
195 M 40-44,2:21:30 AM
196 M 40-44,2:21:30 AM
228 M 30-34,2:21:31 AM
38 F 55-59,2:21:33 AM
39 F 55-59,2:21:33 AM
325 F 35-39,2:21:34 AM
139 F 45-49,2:21:37 AM
322 F 25-29,2:21:38 AM
140 F 45-49,2:21:39 AM
326 F 35-39,2:21:41 AM
327 F 35-39,2:21:42 AM
323 F 25-29,2:21:42 AM
141 F 45-49,2:21:45 AM
229 M 30-34,2:21:46 AM
328 F 35-39,2:21:47 AM
329 F 35-39,2:21:47 AM
324 F 25-29,2:21:49 AM
330 F 35-39,2:21:50 AM
331 F 35-39,2:21:50 AM
299 F 30-34,2:21:52 AM
325 F 25-29,2:21:54 AM
209 F 40-44,2:21:55 AM
300 F 30-34,2:21:56 AM
90 M 20-24,2:21:56 AM
1 F 65-69,2:21:57 AM
301 F 30-34,2:21:58 AM
302 F 30-34,2:21:59 AM
332 F 35-39,2:21:59 AM
230 M 30-34,2:22:00 AM
333 F 35-39,2:22:01 AM
326 F 25-29,2:22:02 AM
327 F 25-29,2:22:04 AM
303 F 30-34,2:22:07 AM
197 M 40-44,2:22:07 AM
304 F 30-34,2:22:07 AM
91 F 50-54,2:22:11 AM
210 F 40-44,2:22:12 AM
305 F 30-34,2:22:12 AM
142 F 45-49,2:22:15 AM
328 F 25-29,2:22:17 AM
143 F 45-49,2:22:21 AM
334 F 35-39,2:22:21 AM
335 F 35-39,2:22:22 AM
306 F 30-34,2:22:22 AM
329 F 25-29,2:22:22 AM
119 M 50-54,2:22:25 AM
307 F 30-34,2:22:26 AM
330 F 25-29,2:22:26 AM
231 M 30-34,2:22:26 AM
120 M 50-54,2:22:27 AM
144 F 45-49,2:22:30 AM
206 F 20-24,2:22:33 AM
336 F 35-39,2:22:33 AM
163 M 45-49,2:22:34 AM
211 F 40-44,2:22:35 AM
145 F 45-49,2:22:36 AM
183 M 25-29,2:22:36 AM
308 F 30-34,2:22:38 AM
146 F 45-49,2:22:39 AM
212 F 40-44,2:22:39 AM
213 F 40-44,2:22:39 AM
232 M 30-34,2:22:41 AM
309 F 30-34,2:22:41 AM
214 F 40-44,2:22:43 AM
215 F 40-44,2:22:43 AM
310 F 30-34,2:22:43 AM
43 F 15-19,2:22:45 AM
147 F 45-49,2:22:45 AM
337 F 35-39,2:22:45 AM
216 F 40-44,2:22:46 AM
198 M 40-44,2:22:48 AM
14 M 65-69,2:22:51 AM
217 F 40-44,2:22:51 AM
311 F 30-34,2:22:51 AM
331 F 25-29,2:22:54 AM
338 F 35-39,2:22:56 AM
332 F 25-29,2:22:56 AM
199 M 40-44,2:22:58 AM
339 F 35-39,2:22:58 AM
121 M 50-54,2:22:58 AM
65 M 55-59,2:23:02 AM
333 F 25-29,2:23:03 AM
233 M 30-34,2:23:05 AM
218 F 40-44,2:23:05 AM
92 F 50-54,2:23:07 AM
340 F 35-39,2:23:07 AM
219 F 40-44,2:23:07 AM
148 F 45-49,2:23:08 AM
40 F 55-59,2:23:08 AM
334 F 25-29,2:23:08 AM
,2:23:10 AM
220 F 40-44,2:23:10 AM
312 F 30-34,2:23:11 AM
313 F 30-34,2:23:11 AM
335 F 25-29,2:23:12 AM
164 M 45-49,2:23:13 AM
221 F 40-44,2:23:13 AM
165 M 45-49,2:23:13 AM
41 F 55-59,2:23:13 AM
184 M 25-29,2:23:15 AM
222 F 40-44,2:23:16 AM
223 F 40-44,2:23:17 AM
336 F 25-29,2:23:18 AM
246 M 35-39,2:23:21 AM
337 F 25-29,2:23:22 AM
224 F 40-44,2:23:24 AM
225 F 40-44,2:23:24 AM
314 F 30-34,2:23:24 AM
315 F 30-34,2:23:24 AM
93 F 50-54,2:23:25 AM
316 F 30-34,2:23:31 AM
338 F 25-29,2:23:31 AM
317 F 30-34,2:23:35 AM
166 M 45-49,2:23:35 AM
234 M 30-34,2:23:38 AM
149 F 45-49,2:23:39 AM
200 M 40-44,2:23:39 AM
341 F 35-39,2:23:39 AM
150 F 45-49,2:23:39 AM
318 F 30-34,2:23:40 AM
201 M 40-44,2:23:43 AM
342 F 35-39,2:23:44 AM
226 F 40-44,2:23:44 AM
42 F 55-59,2:23:45 AM
227 F 40-44,2:23:48 AM
43 F 55-59,2:23:49 AM
339 F 25-29,2:23:50 AM
66 M 55-59,2:23:52 AM
343 F 35-39,2:23:53 AM
319 F 30-34,2:23:53 AM
37 M 60-64,2:23:54 AM
247 M 35-39,2:24:00 AM
320 F 30-34,2:24:00 AM
151 F 45-49,2:24:01 AM
44 F 55-59,2:24:01 AM
94 F 50-54,2:24:01 AM
152 F 45-49,2:24:02 AM
153 F 45-49,2:24:03 AM
38 M 60-64,2:24:04 AM
,2:24:07 AM
122 M 50-54,2:24:13 AM
344 F 35-39,2:24:16 AM
4 M 1-14,2:24:18 AM
45 F 55-59,2:24:19 AM
345 F 35-39,2:24:21 AM
95 F 50-54,2:24:22 AM
228 F 40-44,2:24:26 AM
321 F 30-34,2:24:26 AM
322 F 30-34,2:24:26 AM
154 F 45-49,2:24:26 AM
207 F 20-24,2:24:26 AM
185 M 25-29,2:24:31 AM
340 F 25-29,2:24:32 AM
341 F 25-29,2:24:32 AM
323 F 30-34,2:24:33 AM
67 M 55-59,2:24:34 AM
248 M 35-39,2:24:35 AM
96 F 50-54,2:24:40 AM
91 M 20-24,2:24:41 AM
8 M 15-19,2:24:41 AM
208 F 20-24,2:24:42 AM
342 F 25-29,2:24:42 AM
92 M 20-24,2:24:43 AM
209 F 20-24,2:24:45 AM
346 F 35-39,2:24:47 AM
324 F 30-34,2:24:48 AM
229 F 40-44,2:24:48 AM
235 M 30-34,2:24:49 AM
343 F 25-29,2:24:49 AM
68 M 55-59,2:24:49 AM
155 F 45-49,2:24:49 AM
325 F 30-34,2:24:50 AM
344 F 25-29,2:24:50 AM
39 M 60-64,2:24:50 AM
326 F 30-34,2:24:51 AM
93 M 20-24,2:24:52 AM
347 F 35-39,2:24:53 AM
327 F 30-34,2:24:54 AM
210 F 20-24,2:24:54 AM
348 F 35-39,2:24:55 AM
211 F 20-24,2:25:01 AM
345 F 25-29,2:25:02 AM
346 F 25-29,2:25:03 AM
249 M 35-39,2:25:04 AM
349 F 35-39,2:25:07 AM
350 F 35-39,2:25:07 AM
347 F 25-29,2:25:10 AM
348 F 25-29,2:25:10 AM
123 M 50-54,2:25:10 AM
230 F 40-44,2:25:11 AM
156 F 45-49,2:25:16 AM
351 F 35-39,2:25:20 AM
157 F 45-49,2:25:20 AM
167 M 45-49,2:25:21 AM
352 F 35-39,2:25:22 AM
15 M 65-69,2:25:22 AM
349 F 25-29,2:25:23 AM
44 F 15-19,2:25:25 AM
328 F 30-34,2:25:26 AM
231 F 40-44,2:25:26 AM
168 M 45-49,2:25:26 AM
353 F 35-39,2:25:26 AM
329 F 30-34,2:25:27 AM
354 F 35-39,2:25:27 AM
46 F 55-59,2:25:27 AM
232 F 40-44,2:25:27 AM
350 F 25-29,2:25:28 AM
355 F 35-39,2:25:28 AM
158 F 45-49,2:25:30 AM
330 F 30-34,2:25:31 AM
356 F 35-39,2:25:31 AM
357 F 35-39,2:25:32 AM
331 F 30-34,2:25:34 AM
159 F 45-49,2:25:35 AM
332 F 30-34,2:25:36 AM
186 M 25-29,2:25:39 AM
202 M 40-44,2:25:41 AM
160 F 45-49,2:25:42 AM
236 M 30-34,2:25:43 AM
212 F 20-24,2:25:43 AM
358 F 35-39,2:25:47 AM
233 F 40-44,2:25:47 AM
359 F 35-39,2:25:47 AM
161 F 45-49,2:25:47 AM
250 M 35-39,2:25:49 AM
234 F 40-44,2:25:49 AM
162 F 45-49,2:25:56 AM
360 F 35-39,2:25:57 AM
333 F 30-34,2:25:58 AM
351 F 25-29,2:26:00 AM
352 F 25-29,2:26:00 AM
353 F 25-29,2:26:01 AM
235 F 40-44,2:26:10 AM
354 F 25-29,2:26:12 AM
2 M 75-79,2:26:16 AM
355 F 25-29,2:26:16 AM
